,Applies To,Country,DataSource,Date Start,Date end intended,Description of measure implemented,Exceptions,ID,Implementing City,Implementing State/Province,Keyword,Keywords,Quantity,Source,Target city,Target country,Target region,Target state,_merge,confidence
753,Bavaria,Germany,ef,2020-03-20,,"Bavaria was the first state to declare a curfew, inspired by and identical to Austria. People can only go outdoors alone or with their family. It would remain permitted to go to work as well as to supermarkets, drug stores, medics and pharmacies, under the condition that the trip is solitary or with housemates. Under the same condition, it is also permitted to do sports outside; to visit the life partner or aged, sick or disabled people that do not live in an institution; and to help others in general or provide for animals. Restaurants except drive-ins and for take-away, DIY stores and hairdressers would be shut down",,,,Bavaria,,blanket curfew - no symptoms,,https://www.nordkurier.de/politik-und-wirtschaft/bayern-verhaengt-ausgangssperre-2038792303.html,,,,,,
754,,Germany,ef,2020-03-17,,"In order to interrupt the chain of infection when entering Germany for a long time, cross-border travel is restricted.Particular attention is paid to the unrestricted maintenance of freight traffic.",,,,,,international travel ban - all countries,,https://www.bmvi.de/SharedDocs/DE/Artikel/LF/coronavirus-anordnung.html,,,,,,
755,,Germany,ef,2020-03-17,,"Berlin announced the plan to construct a hospital with the Bundeswehr for housing 1000 beds for Covid-19 patients. The Federal and State Governments agreed on a new emergency plan for German hospitals which includes doubling the current capacity of 28,000 intensive care beds, of which 25,000 are equipped with ventilation",,,,,,treatment capacity,1000.0,https://www.rbb24.de/politik/thema/2020/coronavirus/beitraege/berlin-krankenhaus-corona-messegelaende.html,,,,,,
756,,Germany,ef,2020-03-22,2020-04-05,"the government and the federal states agreed for at least two weeks to forbid gatherings of more than two people and require a minimum distance of 1.5 metres (4 ft 11 in) between people in public except for families, partners or people living in the same household. Restaurants and services like hairdressers were to be closed",,,,,,"outdoor gatherings banned, space minimum",2.0,https://www.welt.de/politik/deutschland/article206725829/Coronavirus-Deutschland-Kontaktverbote-zu-mehr-als-zwei-Personen-Friseure-zu.html,,,,,,
757,"Saxony, Bavaria, Saarland",Germany,ef,2020-03-22,,"Saxony joined Bavaria and the Saarland in prohibiting residents from leaving their dwellings except for good reasons, which are similar to the ones in the other two states; outdoor exercise is permitted under the new rules only alone or in groups of maximal five members of the same household",,,,"Bavaria, Saarland, Saxony",,blanket curfew - no symptoms,,https://medienservice.sachsen.de/medien/news/235290,,,,,,
758,,Italy,ef,2020-02-25,,"Italy opened a probe into skyrocketing online prices for masks and sanitising gels. Police issued warnings that criminals were using false identities and posing as health inspectors to gain access to people's homes to steal money, jewellery and other valuables.",,724,,,,hygiene enforcement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
759,,Italy,ef,2020-02-25,,"Multiple fairs and exhibitions were rescheduled. Salone del Mobile, a furniture fair in Milan, was postponed to 16 to 21 June. Bologna Children's Book Fair was rescheduled to 4 to 7 May. Cosmoprof Worldwide Bologna, a cosmetic fair, was rescheduled to 11 to 15 June.Expocasa, a furniture fair in Turin, was rescheduled initially to 28 March to 5 April but later to future date to be announced later. Roma Motodays was postponed to 17 to 19 April.",,723,,,,,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
760,"Morgan Stanley, Barclays, Mediobanca and UniCredit ",Italy,ef,2020-02-25,,"Morgan Stanley, Barclays, Mediobanca and UniCredit requested their Milan staff to work from home",,722,,,,remote work,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
761,,Italy,ef,2020-02-25,2020-03-09,"Istituto Tecnico Economico Enrico Tosi in Varese, Istituto Comprensivo di Pianoro in Bologna and Liceo Attilio Bertolucci in Parma conducted lessons for students online while waiting for the schools to reopen.[210][211][212] The University of Palermo suspended all activities until 9 March.",,721,,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
762,,Italy,ef,2020-02-26,,The University of Bari suspended all medical- and health-related internships for medical and healthcare students.,,729,,,,activity cancellation - other,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
763,The University of Basilicata,Italy,ef,2020-02-26,,The University of Basilicata installed a thermal scanner and continued all teaching activities as per normal.,,728,,,,public hygiene,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
764,,Italy,ef,2020-02-26,2020-03-29,Palermo and Naples closed all schools until 29 February,,727,"Naples, Palermo",,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
765,,Italy,ef,2020-03-02,,"The Italian Minister of University and Research, Gaetano Manfredi, announced that online lessons would be delivered to students in areas affected by the outbreak starting on 2 March",,726,,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
766,,Italy,ef,2020-02-26,,"On 26 February, Director of the Italian National Institute of Health Franco Locatelli announced that swabbing would only be performed on symptomatic patients, as 95% of the swabs previously tested were negative",,725,,,,testing criteria loosened,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
767,,Italy,ef,2020-03-02,,"University of Bologna planned to set up a remote teaching project in which exams and lessons would be delivered to students online, to be partially completed on 2 March",,736,,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
768,,Italy,ef,2020-02-26,2020-02-29,D'Annunzio University suspended all activities until 29 February.,,734,,,,activity cancellation - other,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
769,,Italy,ef,2020-02-26,,Cartoocomics Fair in Milan was rescheduled to 2 to 4 October. The Winter Rescue Race in Piedmont was cancelled.,,735,,,,,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
770,,Italy,ef,2020-02-26,,Multiple schools were closed in Roseto degli Abruzzi,,733,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,Roseto degli Abruzzi,,,
771,,Italy,ef,2020-02-26,,"On 27 February, Taranto, Apulia closed all schools until 29 February.",,732,Taranto,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
772,,Italy,ef,2020-02-26,,"The Italian Winter Sports Federation decided to proceed with the Women's World Cup alpine skiing races at La Thuile, Aosta Valley on 29 February. The MIDO Milan Eyewear Show was rescheduled to 5 to 7 July.",,731,,,,,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
773,Politecnico di Milano,Italy,ef,2020-02-26,,Politecnico di Milano conducted thesis mentoring for more than one thousand students graduating the following week using Skype.,,730,,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
774,,Italy,ef,2020-02-22,2020-03-07,Universities in Lombardy extended their closure until 7 March.,,740,,,,university closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,Lombardy,,,
775,,Italy,ef,2020-03-01,,"On 1 March, the Council of Ministers approved a decree to organise the containment of the outbreak. In the decree, the Italian national territory was divided into three areas:[242]
A red zone (composed of the municipalities of Bertonico, Casalpusterlengo, Castelgerundo, Castiglione D'Adda, Codogno, Fombio, Maleo, San Fiorano, Somaglia and Terranova dei Passerini in Lombardy, and the municipality of Vò in Veneto), where the whole population is in quarantine.
A yellow zone (composed of the regions of Lombardy, Veneto and Emilia-Romagna), where social and sport events are suspended and schools, theatres, clubs and cinemas are closed.
The rest of the national territory, where safety and prevention measures are advertised in public places and special sanitisations are performed on means of public transport.",,741,,,,public announcement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
776,,Italy,ef,2020-02-28,,"On 28 February, during an interview with Rai News24, Professor Massimo Galli from the Luigi Sacco Hospital in Milan suggested that the majority of newly recorded cases were pre-existing cases that were finally detected during the extensive tests performed on people (and their relatives) who had come in contact with confirmed patients. The rapid increase of positive cases was the result of the blanket testing approach that was deployed following the first confirmed case in Codogno.",,738,,,,"case reporting, testing",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
777,,Italy,ef,2020-02-27,,"he Ministry of Health announced new guidelines for reporting cases. It would no longer report asymptomatic cases (positive swabs taken from patients who were not showing symptoms), which had counted as 40 to 50% of all reported cases at the time. These people would undergo isolation at home and would be followed up with new tests until they were negative.",,739,,,,"case reporting, diagnostic criteria tightened",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
778,,Italy,ef,2020-01-29,2020-03-03,Messina closed all schools from 29 February to 3 March.,,737,Messina,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
779,,Italy,ef,2020-03-07,,"The decree ""absolutely avoided any movement into and out of the areas"" and, like the previous one, it provided sanctions of up to three months in prison for those who violated the lockdown. It was possible to move into and out of the areas only for emergencies or ""proven working needs"", which must be authorized by the prefect.",,746,,,,outbound traveller ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
780,,Italy,ef,2020-03-07,,"In the night between 7 and 8 March, the government approved a decree to lock down Lombardy and 14 other provinces in Veneto, Emilia-Romagna, Piedmont and Marche, involving more than 16 million people.",,745,,,,blanket isolation - no symptoms,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,"Emilia-Romagna, Lombardy, Marche, Piedmont, Veneto",,,
781,,Italy,ef,2020-03-04,,"On 4 March, the Italian government imposed the shutdown of all schools and universities nationwide for two weeks as the country reached 100 deaths from the outbreak.",,742,,,,"school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
782,,Italy,ef,2020-03-05,,"On 5 March, when the newly appointed Emilia-Romagna regional minister of health, Raffale Donini, tested positive for COVID-19, Governor Stefano Bonaccini appointed Sergio Venturi as commissioner for the emergency. Venturi was the regional minister of health until February 2020.",,744,,,,public announcement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
783,,Italy,ef,2020-03-04,2020-04-03,"The same day, the government ruled that all sporting events in Italy would be played behind closed doors until 3 April.",,743,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
784,,Italy,ef,2020-03-16,,"On 16 March, President of Emilia-Romagna Bonaccini imposed a strengthened quarantine to the municipality of Medicina, near Bologna; the epicentre of one very developed outbreak. People were not allowed to enter or exit from the town for any reason.",,758,Medicina,,,"blanket isolation - no symptoms, domestic travel ban",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,Emilia-Romagna,,,
785,,Italy,ef,2020-03-15,,"On 15 March, President of Campania Vincenzo De Luca imposed a strict quarantine on Ariano Irpino, in the province of Avellino, and four other municipalities in the province of Salerno, Atena Lucana, Caggiano, Polla, and Sala Consilina.",,757,,,,cluster isolation - no symptoms,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,"Ariano Irpino, Atena Lucana, Caggiano, Polla, Sala Consilina, Salerno",,,
786,open-air sports and running,Italy,ef,2020-03-20,,"On 20 March, the Ministry of Health ordered tighter regulations on free movement. The new measures banned open-air sports and running, except individually and in close proximity of one's residence. Parks, playgrounds and public green were closed down. Furthermore, movement across the country was further restricted, by banning ""any movement towards a residence different from the main one"", including holiday homes, during weekends and holidays",individually and in close proximity of one's residence,756,,,,"blanket isolation - no symptoms, compulsory isolation, domestic travel ban, public green closure, sports cancellation",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
787,,Italy,ef,2020-03-19,,"On 19 March the Army was deployed to the city of Bergamo, the worst hit Italian city by the coronavirus, as the local authorities can no longer process the number of dead residents. The city's mayor Giorgio Gori said the true number of dead could be much higher than reported. Army trucks transported bodies to crematoriums in several other cities, as cemeteries in the city were full. On the following day, the Army was called in to assist the police forces in enforcing the lockdown.[",,755,,,,army deployed,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
788,,Italy,ef,2020-03-11,,"In the evening, Conte announced a tightening of the lockdown, with all commercial and retail businesses except those providing essential services, like grocery stores and pharmacies, closed down. He also appointed Domenico Arcuri as Delegated Commissioner for the Emergency. Arcuri will cooperate with Commissioner Angelo Borrelli with the aim of strengthening the distribution of intensive care equipment.",,754,,,,nonessential business suspension,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
789,,Italy,ef,2020-03-11,,"On 11 March, the government allocated 25 billion euros for the emergency ",,753,,,,"economic incentives, financial incentive",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
790,,Italy,ef,2020-03-09,2020-04-03,"On 9 March, the government announced that all sporting events in Italy would be cancelled until at least 3 April, but the ban does not include Italian clubs or national teams participating in international competitions. In the evening, Conte announced in a press conference that all measures previously applied only in the so-called ""red zones"" had been extended to the whole country, putting approximately 60 million people in lockdown. Conte later proceeded to officially sign the new executive decree.",,752,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
791,,Italy,ef,2020-03-07,,"Civil and religious ceremonies, including funeral ceremonies, were suspended. All organized events were also suspended, as well as events in public or private places, including those of a cultural, recreational, sporting and religious nature, even if held in closed places.This measure was described as the largest lockdown in the history of Europe, as well as the most aggressive response taken in any region beyond China, and paralysed the wealthiest parts of the country as Italy attempted to constrain the rapid spread of the disease.",,750,,,,"religious activity cancellation, religious activity limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
792,,Italy,ef,2020-03-07,,"The decree imposed the closure of museums, cultural centres and ski resorts in the lockdown areas and the closure of cinemas, theatres, pubs, dance schools, game rooms, betting rooms and bingo halls, discos and similar places in the entire country",,749,,,,nonessential business suspension,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
793,,Italy,ef,2020-03-07,,"Shopping centres had to be closed on weekends, while other commercial activities could remain open if a distance of one metre between customers could be guaranteed",,748,,,,nonessential business suspension,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
794,,Italy,ef,2020-03-08,,"Riots broke out in many penitentiaries throughout Italy after restrictions on conjugal visits were imposed by the government in the 8 March decree. Nine prisoners died in Modena and three in Rieti, while 76 detainees escaped from Foggia's penitentiary.Two prison agents were assaulted and kidnapped in Pavia. On 9 March in Bologna, detainees took control of the Dozza penitentiary, forcing personnel to exit the building. On 11 March, two prisoners were found dead in Bologna's penitentiary.",,751,,,,riots,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
795,,Austria,ef,2020-02-25,,"On 25 February 2020, Austria confirmed the first two cases of COVID-19, a 24-year-old man and a 24-year-old woman from Lombardy, Italy tested positive and were treated at a hospital in Innsbruck, Tyrol.",,759,,,,"case reporting, first case",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Austria,,,,,,
796,,Austria,ef,2020-03-13,,"After initially playing down the risks, Tyrolean authorities placed the entire town in quarantine on 13 March",,761,Ischgl,Tyrol,,outbound traveller ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Austria,,,,,,
797,,Austria,ef,2020-03-01,,"Beginning from 1 March, authorities in Germany and the Nordic countries begun identifying Tyrolean ski resort town of Ischgl as a major coronavirus hotspot. Several hundred infections were eventually traced back to the town with transmissions having occured from late February on.",,760,,,,source tracing,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Austria,,,,,,
798,,Italy,ef,2020-03-07,,"The decree also established the closure of all gyms, swimming pools, spas and wellness centres.",,747,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,,,
799,,Albania,ef,2020-03-10,,"On 10 March, all citizens were alerted of the new lockdown policy by text from Prime Minister Edi Rama, who said the policy was regrettable but necessary, with the text also telling them to be safe, wash their hands and avoid fake news, while also announcing a vehicle ban. Use of private cars and intercity transport vehicles was banned in Tirana and Durres, and all private and public transport was banned in Shkodra, Lezha, Elbasani, Lushnja, Fieri and Vlora, with the only vehicles allowed being ambulances and vehicles for delivering essentials",,770,,,,domestic travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
800,,Albania,ef,2020-03-08,,"lbanian Health Minister Olgeta Manastirliu announced that anyone entering Albania from quarantined areas of Italy will have to self-isolate, or face punishment if they fail to do so",,769,,,,international traveller quarantine - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
801,,Albania,ef,2020-03-08,,"ordered cancellation of all large public gatherings, and asked sports federations to cancel scheduled matches",,768,,,,"outdoor gatherings banned, sports cancellation",500.0,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
802,,Albania,ef,2020-03-08,2020-03-22,"halted all schools for two weeks,",,767,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
803,,Albania,ef,2020-03-08,2020-04-03,"On 8 March, the government stopped all flights and ferries with quarantined areas of northern Italy until 3rd April,",,766,,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,Italy,,,,
804,,Albania,ef,2020-02-25,,"Brataj also announced the formation of a task force, while asserting that COVI-19 had not yet arrived in Albania. He specified that citizens coming from affected areas will be monitored for 14 days and treated as suspected cases, and treated with vitamins.",,765,,,,public announcement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
805,,Albania,ef,2020-02-25,,"On the same day, the Department of Health and Social Protection meet with the Technical Expert Committee, and decided to increase its hospital budget by $1 million, to increase the stock of personal protection equipment.",,764,,,,financial incentive,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
806,,Albania,ef,2020-02-25,,"On 25 February, Skender Brataj, head of the National Medical Emergency Center (NMEC), announced protocols in case COVID-19 spread to Albania, explaining that citizens that suspect they have contracted the virus should call the designated National Emergency Number 127. He instructed all Albanian citizens arriving from China, Singapore, Iran, South Korea or Italy, to call the same number, so that a medical group with protective suits can escort them to an infections hospital for testing, with all samples sent to the Public Health Institute",,763,,,,public announcement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
807,,Albania,ef,2020-03-10,,"Bonuses of 1000 euros were added to the salaries of medical staff, and a 500 euro bonus was added to the salary of medical workers.",,771,,,,financial incentive,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
808,,Albania,ef,2020-03-10,,"On 10 March, President Ilir Meta called for retired Albanian doctors to re-enter the work force.",,762,,,,retired doctors called,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
809,,Austria,ef,2020-03-16,,"As of 16 March, nationwide, homes may only be left for one of the following reasons:[19]
urgently necessary professional activities
necessary purchases (groceries or medication)
assisting other people
outside walks, alone or in company of people living in the same household
Officials stated that those restrictions are being actively enforced by the police.",,772,,,,household quarantine,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Austria,,,,,,
810,,Albania,ef,2020-03-10,,"Rama also announced an expansion of the areas from which arrivals must self-isolate, to newly include all of Italy as well as all of Greece, and ordered police to patrol the streets, detain any violators, and penalize them with a 5000 euro fine. The army and police mobilized to patrol the streets and search for any citizens with self-isolation orders who could be violating them",,776,,,,international traveller quarantine - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
811,,Albania,ef,2020-03-10,,"Bars, restaurants, gyms, discos, and venues with live music were all ordered to close",,775,,,,"nonessential business suspension, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
812,,Albania,ef,2020-03-10,,The disinfectation of all public places was also underway.,,773,,,,public transport cleaning,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
813,,Albania,ef,2020-03-10,,The retired would get their pensions delivered at home with no charge.,,774,,,,isolation allowance,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
814,,Albania,ef,2020-03-12,,"the police and the army mobilized and set up a total of 70 checkpoints on that day, spread throughout the country to make sure people are complying with self-quarantine requirements. At checkpoints, names are checked against a database of who has been in Italy or Greece since 27 February. Police in some parts of the country, including Fier, began stopping cars with foreign license plates.",,783,,,,compulsory isolation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
815,,Albania,ef,2020-03-12,,"On 12 March, Rama declared ""war"" on COVID-19.[17] A slew of new measures were announced, including a 72-hour curfew during which only transportation of basic needs such as food and medicine would be permitted,",food and medicine,780,,,,public transport limited,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
816,,Albania,ef,2020-03-11,,"The Muslim community announced on the 11th that all sermons, prayers and other activities in jumas and mosques were canceled, and told all believers to quarantine themselves and observe prayers at home in private, and rigorously follow and observe the recommendations of the World Health Organization",,778,,,,religious activity cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
817,,Albania,ef,2020-03-11,,"On the night of the 11th, police vehicles played messages on loudspeakers telling citizens to return inside.",,777,,,,public announcement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
818,,Albania,ef,2020-03-12,,the forced closure of garment factories and call centres (which are dependent on the Italian market).,,782,,,,mandated remote work,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
819,,Albania,ef,2020-03-12,,"a three-month loan holiday,",,781,,,,financial incentive,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
820,,Albania,ef,2020-03-12,,"By the 12th, 500 people had been charged for violating the travel ban.",,779,,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
821,,Albania,ef,2020-03-13,,"From 13 March, Albania implemented a hardening of its lockdown in major cities across the country, including Tirana, over the weekend until Sunday at midnight. Roads connecting major cities are also closed. Foreign nationals that need to go to the airport must receive written permission from the police to use the roads. All public facilities at the airport are closed including restaurants and bars.",,790,,,,"blanket curfew - no symptoms, domestic travel ban",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
822,,Albania,ef,2020-03-12,2020-04-03,"The Albanian Autocephalous Orthodox Church announced on the 12th the suspension of all services until April 3, except for the Divine Liturgy on Sunday, in which it encouraged followers to come for ""healing"" but keep a distance from each other; the Church also encouraged believers to observe rites at home, with the Church's radio station ""Ngjallja"" (""Resurrection"") broadcasting services, although churches would remain to serve those who wished to perform personal prayer while keeping a distance from others. The Catholic church suspended all diocesan and parish activities, all liturgical celebrations including the Holy Mass, all catechisms, all educational courses at community centers and all other parish and diocesan activities. Churches remained open for personal confessions done at a distance, as well as personal prayer done at a distance from other people, while observing the recommendations of authorities. The Albanian Evangelical Church likewise transmitted services online. The Bektashi Global Kryegjyshata suspended all religious activities in its tekkes on the 12th as well.",,789,,,,"religious activity cancellation, religious activity limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
823,,Albania,ef,2020-03-12,,gyms and government offices with public-facing counters,,787,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
824,,Albania,ef,2020-03-15,,"On 15 March, Albania closed all of its land borders until further notice, making all travel from Montenegro, Kosovo, North Macedonia, and Greece prohibited.",,792,,,,international travel ban - all countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
825,,Albania,ef,2020-03-13,,Sea travel from Greece and Italy was prohibited except for freight vessels.,,791,,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,"Greece, Italy",,,,
826,,Albania,ef,2020-03-12,,"All banks were closed from the 12th to the 16th, but ATMs remained open.",,788,,,,nonessential business suspension,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
827,,Albania,ef,2020-03-12,,"shut all cafes, bars, restaurants",,786,,,,restaurant limitations,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,"Durresi, Tirana",,,
828,,Albania,ef,2020-03-12,,Tirana and Durresi suspended indefinitely all public transport,,785,,,,public transport stopped,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,"Durresi, Tirana",,,
829,,Albania,ef,2020-03-12,,"Fier proceeded to force the closure of most bars and cafes,",,784,,,,restaurant limitations,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
830,,Albania,ef,2020-03-15,,Educational institutions were ordered to prepare for moving k-12 instruction online.,,793,,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
831,,Albania,ef,2020-03-16,,"Television stations were banned from having more than two people in the same room for a talk show, on the pain of a 1 million lek fine (8300 euros). Private hospitals that refuse to offer capacities were to be fined up to 5 million lek (40000 euros). Any trade in food or medicine that did not comply with the specified government safety regulations to combat infections risked a fine of up to 10 million lek (83000 euros). The legislation, called a ""normative act"", is an emergency law taking effect without prior approval by parliament.[25] Furthermore, a national curfew was imposed: each day, all citizens were required to return to stay in their homes from 18:00 onward, as well as a ban on sitting in public places. Those found in violation will be fined",,799,,,,compulsory isolation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
832,,Andorra,ef,2020-03-12,,"On 12 March, a second case was confirmed, a 87-year-old woman whose daughter is a teacher.",,801,,,,case reporting,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,,,
833,,Andorra,ef,2020-03-02,,"On 2 March, Andorra confirmed its first coronavirus case, a 20-year-old man who had returned from Milan. The tests conducted have shown a positive infection, and he will remain in hospital for further tests and his immediate social circle will be monitored, the government said in a statement. He was discharged on 8 March",,800,,,,case reporting,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,,,
834,,Albania,ef,2020-03-15,,"All physical government operations except essential activities were shut down, and civil servants ordered to stay down, but online services continued. All museums, cinemas, theatres, and public parks were closed indefinitely.",,794,,,,"nonessential business suspension, public green closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
835,,Albania,ef,2020-03-15,,The Albanian government began organizing a charter flight to extract remaining Albanian citizens in Italy; all air travel to Italy and Greece was indefinitely suspended.,,795,,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
836,,Albania,ef,2020-03-16,,"On 16 March, another wide-ranging ""emergency legislation"" was adopted, specifying various fines for violations of protocol, to be effective immediately. Social, cultural, and political gatherings, whether in enclosed or open-air spaces, were banned, and violators could be fined up to 5 million lek (or 40,000 euros).",,798,,,,outdoor gatherings banned,2.0,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
837,,Albania,ef,2020-03-16,,"On 16 March, Albania indefinitely suspended all air traffic to and from the United Kingdom.",,797,,,,international travel ban - all countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,United Kingdom,,,,
838,,Albania,ef,2020-03-15,,"As of the 15th, in addition to the private vehicle ban, the public transportation ban was extended to the Shkodra-Lezha, Elbasani-Korça, Lushnja-Fieri, and Fieri-Vlora roads.",,796,,,,domestic travel limitation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,,,
839,,Andorra,ef,2020-03-13,2020-03-27,"On 13 March, the Prime Minister Xavier Espot announced in a special public appearance that ordered the closure of all public establishments except basic stores, pharmacies and gas stations during two weeks","basic stores, pharmacies and gas stations",803,,,,nonessential business suspension,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,,,
